Paper_code,Compound_name,CAS,Quantity,Plant_parts,Techniques,Formula,Classification,Activity,Plant_type,Exp_condition,IUPAC
JELcabr2012Lea,limonene,138-86-3,7.68,Leaves,GC-FID and GC-MS,C10H16,monoterpene,"AChE-Inhibitor, Acaricide, Allelochemic, Allergenic, Antiacetylcholinesterase, Antialzheimeran, Antiasthmatic Antibacterial, Anticancer, Antifeedant, Antiflu, Antiinflammatory Antilithic, Antilymphomic, Antimutagenic, Antiobesity Antiseptic, Antispasmodic, Antitumor, Antitumor (Breast) - Antitumor (Pancreas), Antitumor (Prostate), Antiviral Apoptotic, Bronchoprotectant, Cancer-Preventive Candidistat, Chemopreventive, Detoxicant, Enterocontractant Expectorant, Fungiphilic, Fungistat, GST-Inducer, Herbicide Histaminic, Immunomodulator, Insecticide, Insectifuge, Irritant, Lipolytic, Myorelaxant, NO-Genic, Nematicide Ornithine-Decarboxylase-Inhibitor, Ozone-Scavenger, P450-Inducer, Pesticide, Photosensitizer, Sedative, Transdermal",Weed,seosnal variability (September/2008),"1-methyl-4-prop-1-en-2-ylcyclohexene,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,limonene,138-86-3,7.68,Leaves,GC-FID and GC-MS,C10H16,monoterpene,"AChE-Inhibitor, Acaricide, Allelochemic, Allergenic, Antiacetylcholinesterase, Antialzheimeran, Antiasthmatic Antibacterial, Anticancer, Antifeedant, Antiflu, Antiinflammatory Antilithic, Antilymphomic, Antimutagenic, Antiobesity Antiseptic, Antispasmodic, Antitumor, Antitumor (Breast) - Antitumor (Pancreas), Antitumor (Prostate), Antiviral Apoptotic, Bronchoprotectant, Cancer-Preventive Candidistat, Chemopreventive, Detoxicant, Enterocontractant Expectorant, Fungiphilic, Fungistat, GST-Inducer, Herbicide Histaminic, Immunomodulator, Insecticide, Insectifuge, Irritant, Lipolytic, Myorelaxant, NO-Genic, Nematicide Ornithine-Decarboxylase-Inhibitor, Ozone-Scavenger, P450-Inducer, Pesticide, Photosensitizer, Sedative, Transdermal",Weed,seosnal variability (September/2008),"1-methyl-4-prop-1-en-2-ylcyclohexene,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,limonene,138-86-3,7.68,Leaves,GC-FID and GC-MS,C10H16,monoterpene,"AChE-Inhibitor, Acaricide, Allelochemic, Allergenic, Antiacetylcholinesterase, Antialzheimeran, Antiasthmatic Antibacterial, Anticancer, Antifeedant, Antiflu, Antiinflammatory Antilithic, Antilymphomic, Antimutagenic, Antiobesity Antiseptic, Antispasmodic, Antitumor, Antitumor (Breast) - Antitumor (Pancreas), Antitumor (Prostate), Antiviral Apoptotic, Bronchoprotectant, Cancer-Preventive Candidistat, Chemopreventive, Detoxicant, Enterocontractant Expectorant, Fungiphilic, Fungistat, GST-Inducer, Herbicide Histaminic, Immunomodulator, Insecticide, Insectifuge, Irritant, Lipolytic, Myorelaxant, NO-Genic, Nematicide Ornithine-Decarboxylase-Inhibitor, Ozone-Scavenger, P450-Inducer, Pesticide, Photosensitizer, Sedative, Transdermal",Weed,seosnal variability (September/2008),"1-methyl-4-prop-1-en-2-ylcyclohexene,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,geranyl acetate,105-87-3,0.27,Leaves,GC and GC/MS,C12H20O2,monoterpene,NA,Weed,shade-dried,"[(2E)-3,7-dimethylocta-2,6-dienyl] acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,geranyl acetate,105-87-3,0.27,Leaves,GC and GC/MS,C12H20O2,monoterpene,NA,Weed,shade-dried,"[(2E)-3,7-dimethylocta-2,6-dienyl] acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,isocaryophyllene,118-65-0,0.21,Leaf,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,Normal,"(1R,4Z,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,isocaryophyllene,118-65-0,0.21,Leaf,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,Normal,"(1R,4Z,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2010Lea,germacrene,NA,0.36,Leaves,GC/MS,C15H28,NA,NA,Weed,different collect times(7:00 am),"(1E,3S,6S,9R)-3,9-dimethyl-6-propan-2-ylcyclodecene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcacu2004Lea,beta-bourbonene,5208-59-3,t,Leaves,GC-FID and GC/MS,NA,sesquiterpene,NA,Weed,air-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcama1999Flo,cubebol,23445-02-5,1.63,Flower and leaves,GC/FID and GC/MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcama1999Flo,p-cymene,NA,0.78,Flower and leaves,GC/FID and GC/MS,C10H14,related to monoterpene,"Analgesic, Antiacetylcholinesterase, Antibacillary, Antibacterial, Antiflu, Antirheumatalgic, Antiviral, Flavor, Fungicide, Herbicide, Insectifuge, Irritant, Laxative Pesticide, Sedative, Trichomonicide",Weed,normal,"1-methyl-4-propan-2-ylbenzene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,octan-3-ol,NA,0.08,Leaf,GC and GC/MS,NA,NA,NA,Weed,Normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,octan-3-ol,NA,0.08,Leaf,GC and GC/MS,NA,NA,NA,Weed,Normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,beta myrcene,NA,0.67,Aerial part,GC and GC/MS,NA,NA,NA,Weed,Hydrodistillation (biological),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,beta myrcene,NA,0.67,Aerial part,GC and GC/MS,NA,NA,NA,Weed,Hydrodistillation (biological),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcama1999Flo,davanone,20482-11-5,15.94,Flower and leaves,GC/FID and GC/MS,C15H24O2,NA,NA,Weed,normal,"(2S)-2-[(2S,5R)-5-ethenyl-5-methyloxolan-2-yl]-6-methylhept-5-en-3-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,valencene,7/3/4630,12,Leaves,GC and GC/MS,C15H24,NA,NA,Weed,Normal,"(3R,4aS,5R)-4a,5-dimethyl-3-prop-1-en-2-yl-2,3,4,5,6,7-hexahydro-1H-naphthalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,valencene,7/3/4630,12,Leaves,GC and GC/MS,C15H24,NA,NA,Weed,Normal,"(3R,4aS,5R)-4a,5-dimethyl-3-prop-1-en-2-yl-2,3,4,5,6,7-hexahydro-1H-naphthalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,valencene,7/3/4630,12,Leaves,GC and GC/MS,C15H24,NA,NA,Weed,Normal,"(3R,4aS,5R)-4a,5-dimethyl-3-prop-1-en-2-yl-2,3,4,5,6,7-hexahydro-1H-naphthalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,valencene,7/3/4630,12,Leaves,GC and GC/MS,C15H24,NA,NA,Weed,Normal,"(3R,4aS,5R)-4a,5-dimethyl-3-prop-1-en-2-yl-2,3,4,5,6,7-hexahydro-1H-naphthalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaeg2014Lea,sabinene,3387-41-5,1.33,Leaves,GC and GC/MS,C10H16,monoterpene derivative,NA,Weed,hydrodistillation,"4-methylidene-1-propan-2-ylbicyclo[3.1.0]hexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alpha-terpineol,98-55-5,0.73,Leaves,GC and GC/MS,C10H18O,monoterpene alcohol,pheromone,Weed,hydro-distillation,"2-(4-methylcyclohex-3-en-1-yl)propan-2-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alpha-terpineol,98-55-5,0.73,Leaves,GC and GC/MS,C10H18O,monoterpene alcohol,pheromone,Weed,hydro-distillation,"2-(4-methylcyclohex-3-en-1-yl)propan-2-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alpha-terpineol,98-55-5,0.73,Leaves,GC and GC/MS,C10H18O,monoterpene alcohol,pheromone,Weed,hydro-distillation,"2-(4-methylcyclohex-3-en-1-yl)propan-2-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alpha-terpineol,98-55-5,0.73,Leaves,GC and GC/MS,C10H18O,monoterpene alcohol,pheromone,Weed,hydro-distillation,"2-(4-methylcyclohex-3-en-1-yl)propan-2-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,geranyl valerate,NA,0.15,Aerial part,GC and GC/MS,C15H26O2,NA,NA,Weed,Hydrodistillation (biological),"[(2E)-3,7-dimethylocta-2,6-dienyl] pentanoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,geranyl valerate,NA,0.15,Aerial part,GC and GC/MS,C15H26O2,NA,NA,Weed,Hydrodistillation (biological),"[(2E)-3,7-dimethylocta-2,6-dienyl] pentanoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2010Lea,alpha-humulene,6753-98-6,0.37,Leaves,GC/MS,C15H24,sesquiterpene,NA,Weed,different collect times(7:00 am),"(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,p-cymene,NA,1.4,Leaves,GC and GC/MS,C10H14,related to monoterpene,"Analgesic, Antiacetylcholinesterase, Antibacillary, Antibacterial, Antiflu, Antirheumatalgic, Antiviral, Flavor, Fungicide, Herbicide, Insectifuge, Irritant, Laxative Pesticide, Sedative, Trichomonicide",Weed,hydrodistillation,"1-methyl-4-propan-2-ylbenzene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,p-cymene,NA,1.4,Leaves,GC and GC/MS,C10H14,related to monoterpene,"Analgesic, Antiacetylcholinesterase, Antibacillary, Antibacterial, Antiflu, Antirheumatalgic, Antiviral, Flavor, Fungicide, Herbicide, Insectifuge, Irritant, Laxative Pesticide, Sedative, Trichomonicide",Weed,hydrodistillation,"1-methyl-4-propan-2-ylbenzene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,p-cymene,NA,1.4,Leaves,GC and GC/MS,C10H14,related to monoterpene,"Analgesic, Antiacetylcholinesterase, Antibacillary, Antibacterial, Antiflu, Antirheumatalgic, Antiviral, Flavor, Fungicide, Herbicide, Insectifuge, Irritant, Laxative Pesticide, Sedative, Trichomonicide",Weed,hydrodistillation,"1-methyl-4-propan-2-ylbenzene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,p-cymene,NA,1.4,Leaves,GC and GC/MS,C10H14,related to monoterpene,"Analgesic, Antiacetylcholinesterase, Antibacillary, Antibacterial, Antiflu, Antirheumatalgic, Antiviral, Flavor, Fungicide, Herbicide, Insectifuge, Irritant, Laxative Pesticide, Sedative, Trichomonicide",Weed,hydrodistillation,"1-methyl-4-propan-2-ylbenzene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcama1999Flo,beta-pinene,127-91-3,2.59,Flower and leaves,GC/FID and GC/MS,C10H16,monoterpene,"Allergenic, Antiinflammatory, Antiseptic, Antispasmodic, Candidicide, Flavor, Herbicide, Insectifuge, Irritant, Perfumery Pesticide, Spasmogenic, Transdermal",Weed,normal,"6,6-dimethyl-4-methylidenebicyclo[3.1.1]heptane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alpha-phellandrene,99-83-2,3.17,Leaves,GC-FID and GC-MS,C10H16,cyclic monoterpene,pheromone,Weed,seosnal variability (September/2008),"2-methyl-5-propan-2-ylcyclohexa-1,3-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alpha-phellandrene,99-83-2,3.17,Leaves,GC-FID and GC-MS,C10H16,cyclic monoterpene,pheromone,Weed,seosnal variability (September/2008),"2-methyl-5-propan-2-ylcyclohexa-1,3-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alpha-phellandrene,99-83-2,3.17,Leaves,GC-FID and GC-MS,C10H16,cyclic monoterpene,pheromone,Weed,seosnal variability (September/2008),"2-methyl-5-propan-2-ylcyclohexa-1,3-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alpha-phellandrene,99-83-2,3.17,Leaves,GC-FID and GC-MS,C10H16,cyclic monoterpene,pheromone,Weed,seosnal variability (September/2008),"2-methyl-5-propan-2-ylcyclohexa-1,3-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2002Lea,t-cadinol,11/1/5937,0.3,Leaves,GC and GC/MS,NA,sesquiterpenol,NA,Weed,hydrodistillation (conventional),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcacu2004Lea,unknown 1,NA,2.3,Leaves,GC-FID and GC/MS,NA,NA,NA,Weed,air-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2002Lea,eugenol,97-53-0,0.8,Leaves,GC and GC/MS,C10H12O2,monoterpene derivative,"Acaricide, Allergenic, Analgesic, Anesthetic, AntiTnf, Antiaggregant, Antiarachidonate, Antibacteria, Anticonvulsant Antiedemic, Antiestrogenic, Antifeedant, Antigenotoxic, Antiherpetic, Antiinflammatory, Antikeratotic, Antimitotic, Antimutagenic, Antinitrosating, Antioxidant, Antiprostaglandin Antipyretic, Antiradicular, Antisalmonella, Antiseptic Antispasmodic, Antistaphylococcic, Antithromboxane Antitumor, Antiulcer, Antiviral, Apifuge, CNS-Depressant, COX-1-Inhibitor, COX-2-Inhibitor, Calcium-Antagonist, Cancer-Preventive, Candidicide, Carcinogenic, Carminative Choleretic, Cytochrome-P450-Inhibitor, Cytotoxic, Dermatitigenic Enterorelaxant, Fungicide, Hepatoprotective, Herbicide Insecticide, Insectifuge, Irritant, Juvabional, Larvicide Motor-Depressant, Nematicide, Neurotoxic, Perfumery Pesticide, Prostaglandin Synthesis-Inhibitor, Sedative, Termiticide, Trichomonicide, Trichomonistat Trypsin-Enhancer, Ulcerogenic, Varroacide, Vasodilator Vermifuge",Weed,hydrodistillation (conventional),"2-methoxy-4-prop-2-enylphenol,,,,"
JELcaet2013Aer,3-carene,NA,1.6,Aerial parts,GC and GC/MS,C10H16,monoterpene,NA,Weed,Normal,"4,7,7-trimethylbicyclo[4.1.0]hept-3-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcacu2004Lea,trans-clamenene,NA,0.1,Leaves,GC-FID and GC/MS,NA,NA,NA,Weed,air-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,alpha-murolol,NA,0.1,Leaf,GC and GC/MS,NA,NA,NA,Weed,shade-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,alpha-murolol,NA,0.1,Leaf,GC and GC/MS,NA,NA,NA,Weed,shade-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,alpha-murolol,NA,0.1,Leaf,GC and GC/MS,NA,NA,NA,Weed,shade-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,beta-pinene,127-91-3,0.2,Leaves,GC and GC/MS,C10H16,monoterpene,"Allergenic, Antiinflammatory, Antiseptic, Antispasmodic, Candidicide, Flavor, Herbicide, Insectifuge, Irritant, Perfumery Pesticide, Spasmogenic, Transdermal",Weed,hydrodistillation,"6,6-dimethyl-4-methylidenebicyclo[3.1.1]heptane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,beta-pinene,127-91-3,0.2,Leaves,GC and GC/MS,C10H16,monoterpene,"Allergenic, Antiinflammatory, Antiseptic, Antispasmodic, Candidicide, Flavor, Herbicide, Insectifuge, Irritant, Perfumery Pesticide, Spasmogenic, Transdermal",Weed,hydrodistillation,"6,6-dimethyl-4-methylidenebicyclo[3.1.1]heptane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,beta-pinene,127-91-3,0.2,Leaves,GC and GC/MS,C10H16,monoterpene,"Allergenic, Antiinflammatory, Antiseptic, Antispasmodic, Candidicide, Flavor, Herbicide, Insectifuge, Irritant, Perfumery Pesticide, Spasmogenic, Transdermal",Weed,hydrodistillation,"6,6-dimethyl-4-methylidenebicyclo[3.1.1]heptane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,beta-pinene,127-91-3,0.2,Leaves,GC and GC/MS,C10H16,monoterpene,"Allergenic, Antiinflammatory, Antiseptic, Antispasmodic, Candidicide, Flavor, Herbicide, Insectifuge, Irritant, Perfumery Pesticide, Spasmogenic, Transdermal",Weed,hydrodistillation,"6,6-dimethyl-4-methylidenebicyclo[3.1.1]heptane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,1-epi-cubeno,NA,0.57,Aerial part,GC and GC/MS,NA,NA,NA,Weed,Hydrodistillation (biological),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,1-epi-cubeno,NA,0.57,Aerial part,GC and GC/MS,NA,NA,NA,Weed,Hydrodistillation (biological),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,gamma-terpinene,99-85-4,0.39,Leaves,GC and GC/MS,C10H16,monoterpene,ACE-Inhibitor Acaricide Aldose-Reductase-Inhibitor - Antiacetylcholinesterase É?? Antifeedant Antioxidant Insectifuge Irritant Perfumery Pesticide,Weed,normal,"1-methyl-4-propan-2-ylcyclohexa-1,4-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,gamma-terpinene,99-85-4,0.39,Leaves,GC and GC/MS,C10H16,monoterpene,ACE-Inhibitor Acaricide Aldose-Reductase-Inhibitor - Antiacetylcholinesterase É?? Antifeedant Antioxidant Insectifuge Irritant Perfumery Pesticide,Weed,normal,"1-methyl-4-propan-2-ylcyclohexa-1,4-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,gamma-terpinene,99-85-4,0.39,Leaves,GC and GC/MS,C10H16,monoterpene,ACE-Inhibitor Acaricide Aldose-Reductase-Inhibitor - Antiacetylcholinesterase É?? Antifeedant Antioxidant Insectifuge Irritant Perfumery Pesticide,Weed,normal,"1-methyl-4-propan-2-ylcyclohexa-1,4-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,bicycloelemene,32531-56-9,0.97,Leaves,GC-MS-MS,C15H24,NA,NA,Weed,normal,"1,4a-dimethyl-7-propan-2-ylidene-1,2,3,4,5,6-hexahydronaphthalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,bicycloelemene,32531-56-9,0.97,Leaves,GC-MS-MS,C15H24,NA,NA,Weed,normal,"1,4a-dimethyl-7-propan-2-ylidene-1,2,3,4,5,6-hexahydronaphthalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alpha-pinene,80-56-8,0.23,Leaves,GC and GC/MS,C10H16,monoterpene,"herbicide, cancer preventive, Allelochemic, Allergenic, Antiacne, Antibacterial, Antifeedant, Antiflu, Antiinflammatory, Antipneumonic, Antiseptic, Antispasmodic, Antistaphylococcic, Antiviral, Cancer-Preventive, Coleoptophile, Expectorant, FLavor Herbicide, Insecticide, Insectifuge, Insectiphile, Irritant, P450-2B1-Inhibitor, Perfumery, Pesticide, Sedative, Spasmogenic Tranquilizer, Transdermal",Weed,hydro-distillation,"4,6,6-trimethylbicyclo[3.1.1]hept-3-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alpha-pinene,80-56-8,0.23,Leaves,GC and GC/MS,C10H16,monoterpene,"herbicide, cancer preventive, Allelochemic, Allergenic, Antiacne, Antibacterial, Antifeedant, Antiflu, Antiinflammatory, Antipneumonic, Antiseptic, Antispasmodic, Antistaphylococcic, Antiviral, Cancer-Preventive, Coleoptophile, Expectorant, FLavor Herbicide, Insecticide, Insectifuge, Insectiphile, Irritant, P450-2B1-Inhibitor, Perfumery, Pesticide, Sedative, Spasmogenic Tranquilizer, Transdermal",Weed,hydro-distillation,"4,6,6-trimethylbicyclo[3.1.1]hept-3-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alpha-pinene,80-56-8,0.23,Leaves,GC and GC/MS,C10H16,monoterpene,"herbicide, cancer preventive, Allelochemic, Allergenic, Antiacne, Antibacterial, Antifeedant, Antiflu, Antiinflammatory, Antipneumonic, Antiseptic, Antispasmodic, Antistaphylococcic, Antiviral, Cancer-Preventive, Coleoptophile, Expectorant, FLavor Herbicide, Insecticide, Insectifuge, Insectiphile, Irritant, P450-2B1-Inhibitor, Perfumery, Pesticide, Sedative, Spasmogenic Tranquilizer, Transdermal",Weed,hydro-distillation,"4,6,6-trimethylbicyclo[3.1.1]hept-3-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alpha-pinene,80-56-8,0.23,Leaves,GC and GC/MS,C10H16,monoterpene,"herbicide, cancer preventive, Allelochemic, Allergenic, Antiacne, Antibacterial, Antifeedant, Antiflu, Antiinflammatory, Antipneumonic, Antiseptic, Antispasmodic, Antistaphylococcic, Antiviral, Cancer-Preventive, Coleoptophile, Expectorant, FLavor Herbicide, Insecticide, Insectifuge, Insectiphile, Irritant, P450-2B1-Inhibitor, Perfumery, Pesticide, Sedative, Spasmogenic Tranquilizer, Transdermal",Weed,hydro-distillation,"4,6,6-trimethylbicyclo[3.1.1]hept-3-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2002Lea,(e)-sesquithujen-12-ol,NA,0.1,Leaves,GC and GC/MS,NA,NA,NA,Weed,hydrodistillation (conventional),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcama1999Flo,pentadecane,629-62-9,tr,Flower and leaves,GC/FID and GC/MS,C15H32,NA,NA,Weed,normal,"pentadecane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcani2012Fru,beta-pinene,127-91-3,tr,Fruit,GC and GC/MS,C10H16,monoterpene,"Allergenic, Antiinflammatory, Antiseptic, Antispasmodic, Candidicide, Flavor, Herbicide, Insectifuge, Irritant, Perfumery Pesticide, Spasmogenic, Transdermal",Weed,normal,"6,6-dimethyl-4-methylidenebicyclo[3.1.1]heptane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,furan-2-ethyl,NA,0.01,Aerial part,GC and GC/MS,NA,NA,NA,Weed,Hydrodistillation (biological),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,furan-2-ethyl,NA,0.01,Aerial part,GC and GC/MS,NA,NA,NA,Weed,Hydrodistillation (biological),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,sabinene,3387-41-5,7.98,Leaves,GC-FID and GC-MS,C10H16,monoterpene derivative,NA,Weed,seosnal variability (September/2008),"4-methylidene-1-propan-2-ylbicyclo[3.1.0]hexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,sabinene,3387-41-5,7.98,Leaves,GC-FID and GC-MS,C10H16,monoterpene derivative,NA,Weed,seosnal variability (September/2008),"4-methylidene-1-propan-2-ylbicyclo[3.1.0]hexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,sabinene,3387-41-5,7.98,Leaves,GC-FID and GC-MS,C10H16,monoterpene derivative,NA,Weed,seosnal variability (September/2008),"4-methylidene-1-propan-2-ylbicyclo[3.1.0]hexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
